,song,time,lyrics
10,Au Printemps,2:41,Au printemps au printempsEt mon cœur et ton cœurSont repeints au vin blancAu printemps au printempsLes amants vont prierNotre-Dame du bon tempsAu printempsPour une fleur un sourire un sermentPour l'ombre d'un regard en riantToutes les fillesVous donneront leurs baisersPuis tous leurs espoirsVois tous ces cœursComme des artichautsQui s'effeuillent en battantPour s'offrir aux badaudsVois tous ces cœursComme de gentils mégotsQui s'enflamment en riantPour les filles du métroAu printemps au printempsEt mon cœur et ton cœurSont repeints au vin blancAu printemps au printempsLes amants vont prierNotre-Dame du bon tempsAu printempsPour une fleur un sourire un sermentPour l'ombre d'un regard en riantTout ParisSe changera en baisersParfois même en grand soirVois tout ParisSe change en pâturagePour troupeaux d'amoureuxAux bergères peu sagesVois tout ParisJoue la fête au villagePour bénir au soleilCes nouveaux mariagesAu printemps au printempsEt mon cœur et ton cœurSont repeints au vin blancAu printemps au printempsLes amants vont prierNotre-Dame du bon tempsAu printempsPour une fleur un sourire un sermentPour l'ombre d'un regard en riantToute la TerreSe changera en baisersQui parleront d'espoirVois ce miracleCar c'est bien le dernierQui s'offre encore à nousSans avoir à l'appelerVois ce miracleQui devait arriverC'est la première chanceLa seule de l'annéeAu printemps au printempsEt mon cœur et ton cœurSont repeints au vin blancAu printemps au printempsLes amants vont prierNotre-Dame du bon tempsAu printempsAu printempsAu printemps
11,La Valse À Mille Temps,3:51,"Au premier temps de la valseToute seule tu souris déjàAu premier temps de la valseJe suis seul mais je t'aperçoisEt Paris qui bat la mesureParis qui mesure notre émoiEt Paris qui bat la mesureMe murmure, murmure tout basUne valse à trois tempsQui s'offre encore le tempsQui s'offre encore le temps de s'offrir des détours du côté de l'amourComme c'est charmant, une valse à quatre tempsC'est beaucoup moins dansantC'est beaucoup moins dansant mais tout aussi charmant qu'une valse à trois tempsUne valse à quatre temps, une valse à vingt ansC'est beaucoup plus troublantC'est beaucoup plus troublant mais beaucoup plus charmant qu'une valse à trois tempsUne valse à vingt ans, une valse à cent tempsUne valse à cent ansUne valse ça s'entend à chaque carrefourDans Paris que l'amour rafraîchit au printemps, une valse à mille tempsUne valse à mille tempsUne valse a mis le temps de patienter vingt ansPour que tu aies vingt ans et pour que j'aie vingt ans, une valse à mille tempsUne valse à mille tempsUne valse à mille temps offre seule aux amants trois cent trente-trois fois le tempsDe bâtir un roman au deuxièmeTemps de la valseOn est deux, tu es dans mes brasAu deuxième temps de la valseNous comptons tous les deux une-deux-troisEt Paris qui bat la mesureParis qui mesure notre émoiEt Paris qui bat la mesureNous fredonne, fredonne déjàUne valse à trois tempsQui s'offre encore le tempsQui s'offre encore le temps de s'offrir des détours du côté de l'amourComme c'est charmant, une valse à quatre tempsC'est beaucoup moins dansantC'est beaucoup moins dansant mais tout aussi charmant qu'une valse à trois tempsUne valse à quatre temps, une valse à vingt ansC'est beaucoup plus troublantC'est beaucoup plus troublant mais beaucoup plus charmant qu'une valse à trois tempsUne valse à vingt ans, une valse à cent tempsUne valse à cent ansUne valse ça s'entend à chaque carrefour dans Paris que l'amourRafraîchit au printemps, une valse à mille tempsUne valse à mille tempsUne valse a mis le temps de patienter vingt ans pour que tu aies vingt ansEt pour que j'aie vingt ans, une valse à mille tempsUne valse à mille tempsUne valse à mille temps offre seule aux amants trois cent trente-trois fois le tempsDe bâtir un roman au troisièmeTemps de la valseNous valsons enfin tous les troisAu troisième temps de la valseIl y a toi y a l'amour et y a moiEt Paris qui bat la mesureParis qui mesure notre émoiEt Paris qui bat la mesureLaisse enfin éclater sa joieUne valse à trois tempsQui s'offre encore le tempsQui s'offre encore le temps de s'offrir des détours du côté de l'amourComme c'est charmant une valse à quatre tempsC'est beaucoup moins dansantC'est beaucoup moins dansant mais tout aussi charmant qu'une valse à trois tempsUne valse à quatre temps, une valse à vingt ansC'est beaucoup plus troublantC'est beaucoup plus troublant mais beaucoup plus charmant qu'une valse à trois tempsUne valse à vingt ans, une valse à cent tempsUne valse à cent ansUne valse ça s'entend à chaque carrefour dans Paris que l'amourRafraîchit au printemps, une valse à mille tempsUne valse à mille tempsUne valse a mis le temps de patienter vingt ans pour que tu aies vingt ansEt pour que j'aie vingt ans, une valse à mille tempsUne valse à mille tempsUne valse à mille temps offre seule aux amants trois cent trente-trois fois le tempsDe bâtir un roman, la-la-la-laDa-da-daLa-la-la-la, la-la!"
12,Voici,2:45,"VoiciQu'un ciel penche ses nuagesSur ces chemins d'ItaliePour amoureux sans bagagesVoiciDes coteaux en ribambellesPour enrubanner nos viesDe vins clairs de fleurs nouvellesVoiciDes cloches sonnant la fêteDes fêtes pour que l'on rieDes rires que rien n'arrêteVoiciDes amours en robe blancheMoitié fleur et moitié fruitQue nous jalousent les angesVoiciDes échos qui font la chaînePur porter à l'infiniNos ""toujours"" et nos ""je t'aime""VoiciDes promesse de Saint-JeanDe Saint-Jean qui durent la vieDes vies qu'épargne le tempsVoiciCertains sourires de nos pèresQue l'on recherche la nuitPour mieux calmer sa colèreVoiciQu'au carrefour des amitiésLa douleur s'évanouitBroyée par nos mains serréesVoiciQu'en nos faubourgs délavésDes prêtres en litaniesSont devenus ouvriersVoiciDes mains ridées de courageQui caressent l'établiD'où jaillit la belle ouvrageVoiciCes fleurs poussant en pagailleEntre nous et l'ennemiPour empêcher la batailleVoici"
13,La Chanson des Vieux Amants,4:29,"Bien sûr, nous eûmes des oragesVingt ans d'amour, c'est l'amour folMille fois tu pris ton bagageMille fois je pris mon envolEt chaque meuble se souvientDans cette chambre sans berceauDes éclats des vieilles tempêtesPlus rien ne ressemblait à rienTu avais perdu le goût de l'eauEt moi celui de la conquêteMais mon amourMon doux, mon tendre, mon merveilleux amourDe l'aube claire jusqu'à la fin du jourJe t'aime encore, tu sais, je t'aimeMoi, je sais tous tes sortilègesTu sais tous mes envoûtementsTu m'as gardé de piège en piègeJe t'ai perdue de temps en tempsBien sûr tu pris quelques amantsIl fallait bien passer le tempsIl faut bien que le corps exulteMais finalement, finalementIl nous fallut bien du talentPour être vieux sans être adultesMon amourMon doux, mon tendre, mon merveilleux amourDe l'aube claire jusqu'à la fin du jourJe t'aime encore, tu sais, je t'aimeEt plus le temps nous fait cortègeEt plus le temps nous fait tourmentMais n'est-ce pas le pire piègeQue vivre en paix pour des amantsBien sûr tu pleures un peu moins tôtJe me déchire un peu plus tardNous protégeons moins nos mystèresOn laisse moins faire le hasardOn se méfie du fil de l'eauMais c'est toujours la tendre guerreOh, mon amourMon doux, mon tendre, mon merveilleux amourDe l'aube claire jusqu'à la fin du jourJe t'aime encore, tu sais, je t'aime"
14,Un Enfant,3:44,"Un enfant,Ça vous décroche un rêveÇa le porte à ses lèvresEt ça part en chantantUn enfant,Avec un peu de chanceÇa entend le silenceEt ça pleure des diamantsEt ça rit à n'en savoir que faireEt ça pleure en nous voyant pleurerÇa s'endort de l'or sous les paupièresEt ça dort pour mieux nous faire rêverUn enfant,Ça écoute le merleQui dépose ses perlesSur la portée du ventUn enfant,C'est le dernier poèteD'un monde qui s'entêteA vouloir devenir grandEt ça demande si les nuages ont des ailesEt ça s'inquiète d'une neige tombéeEt ça s’endort, de l’or sous les paupièresEt ça se doute qu'il n'y a plus de féesMais un enfantEt nous fuyons l'enfanceUn enfantEt nous voilà passantsUn enfantEt nous voilà patienceUn enfantEt nous voilà passés"
15,La Quête,2:38,"Rêver un impossible rêvePorter le chagrin des départsBrûler d'une possible fièvrePartir où personne ne partAimer jusqu'à la déchirureAimer, même trop, même mal,Tenter, sans force et sans armure,D'atteindre l'inaccessible étoileTelle est ma quête,Suivre l'étoilePeu m'importent mes chancesPeu m'importe le tempsOu ma désespéranceEt puis lutter toujoursSans questions ni reposSe damnerPour l'or d'un mot d'amourJe ne sais si je serai ce hérosMais mon cœur serait tranquilleEt les villes s'éclabousseraient de bleuParce qu'un malheureuxBrûle encore, bien qu'ayant tout brûléBrûle encore, même trop, même malPour atteindre à s'en écartelerPour atteindre l'inaccessible étoile."
16,Voir un Ami Pleurer,3:55,"Bien sûr, il y a les guerres d´IrlandeEt les peuplades sans musiqueBien sûr, tout ce manque de tendreEt il n´y a plus d´AmériqueBien sûr, l´argent n´a pas d´odeurMais pas d´odeur vous monte au nezBien sûr, on marche sur les fleursMais, mais voir un ami pleurer!Bien sûr, il y a nos défaitesEt puis la mort qui est tout au boutNos corps inclinent déjà la têteÉtonnés d´être encore deboutBien sûr, les femmes infidèlesEt les oiseaux assassinésBien sûr, nos cœurs perdent leurs ailesMais, mais voir un ami pleurer!Bien sûr, ces villes épuiséesPar ces enfants de cinquante ansNotre impuissance à les aiderEt nos amours qui ont mal aux dentsBien sûr, le temps qui va trop viteCes métro remplis de noyésLa vérité qui nous éviteMais, mais voir un ami pleurer!Bien sûr, nos miroirs sont intègresNi le courage d´être juifNi l´élégance d´être nègreOn se croit mèche, on n´est que suifEt tous ces hommes qui sont nos frèresTellement qu´on n´est plus étonnéQue, par amour, ils nous lacèrentMais, mais voir un ami pleurer!"
17,Knokke-Le-Zoute Tango,5:11,"Les soirs où je suis ArgentinJe m'offre quelques ArgentinesQuitte à cueillir dans les vitrinesDes jolis quartiers d'AmsterdamDes lianes qui auraient ce teint de femmeQu'exportent vos cités latinesCes soirs-là je les veux félinesAvec un rien de brillantineCollée au ""ceveu"" de la langueElles seraient fraîches comme des manguesEt compenseraient leur maladresseÀ coups de poitrine et de fessesMais ce soirY a pas d'ArgentinesY a pas d'espoirY a pas d'douteNon ce soirIl pleut sur Knokke-le-ZouteCe soir comme tous les soirsJe me rentre chez moiLe cœur en dérouteEt la bite sous l'brasLes soirs où je suis EspagnolPetites fesses, grande bagnoleElles passent toutes à la casseroleQuitte à pourchasser dans HambourgDes Carmencitas de faubourgQui nous reviennent de véroleJe me les veux fraîches et joyeusesBonnes travailleuses sans parlotesMi-Andalouses, mi-anguleusesDe ces femelles qu'on gestapoteParce qu'elles ne savent pas encoreQue Franco est tout à fait mortMais ce soirY a pas d'EspagnolesY a pas de casserolesY a pas d'douteNon ce soirIl pleut sur Knokke-le-ZouteCe soir comme tous les soirsJe me rentre chez moiLe cœur en dérouteEt la bite sous l'brasLes soirs où je suis CaracasJe Panama, je PartagasJe suis l'plus beauJe pars en chasseJe glisse de palace en palacePour y dénicher le gros lotQui n'attend que mon coup de grâceJe la veux folle comme un traveloDécouverte de vieux rideauxMais cependant t-évanescenteElle m'attendrait depuis toujoursCerclée de serpents et de plantesParmi les livres de DutourdMais ce soirY a pas de CaracasY a pas de t-évanescentesY a pas d'douteMais ce soirIl pleut sur Knokke-le-ZouteCe soir comme tous les soirsJe me rentre chez moiLe cœur en dérouteEt la bite sous l'brasDemain ouiPeut être quePeut être que demain je serai Argentin, ouiJe m'offrirai des ArgentinesQuitte à cueillir dans les vitrinesDes jolis quartiers d'AmsterdamDes lianes qui auraient ce teint de femmeQu'exportent vos cités latinesDemain je les voudrai félinesAvec ce rien de brillantineCollée aux cheveux de la langueElles seront fraîches comme des manguesEt compenseront leur maladresseÀ coups de poitrine et de fessesDemain je serai EspagnolPetites fesses, grande bagnoleElles passeront toutes à la casseroleQuitte à pourchasser dans HambourgDes Carmencitas de faubourgQui nous reviendront de véroleJe les voudrai fraîches et joyeusesBonnes travailleuses, sans parlotteMi-Andalouses, mi-anguleusesDe ces femelles qu'on gestapoteParce qu'elles ne savent pas encoreQue Franco est tout à fait mortLes soirs depuis CaracasJe Panama, je PartagasJe suis l'plus beauJe pars en chasseJe glisse de palace en palacePour y dénicher le gros lotQui n'attend que mon coup de grâceJe la veux folle comme un traveloDécouverte de vieux rideauxMais cependant t-évanescenteElle m'attendrait depuis toujoursCerclée de serpents et de plantesParmi les livres de Dutourd"
18,Les Amants de Coeur (The Lovers)w/ Rod McKuen,4:27,"Ils s'aiment, s'aiment en riantIls s'aiment, s'aiment pour toujoursIls s'aiment tout au long du jourIls s'aiment, s'aiment, s'aiment tantQu'on dirait des anges d'amourDes anges fous se protégeantQuand se retrouvent en courantLes amantsLes amants de cœurLes amantsIls s'aiment, s'aiment à la folieS'effeuillant à l'ombre des feuxSe découvrant comme deux fruitsPuis se trouvant n'être plus deuxSe dénouant comme veloursSe reprenant au petit jourEt s'endormant les plus heureuxLes amantsLes amants de cœurLes amantsIls s'aiment, s'aiment en tremblantLe cœur mouillé, le cœur battantChaque seconde est une peurQui croque le cœur entre ses dentsIls savent trop de rendez-vousOù ne vinrent que des facteursPour n'avoir pas peur du loupLes amantsLes amants de cœurLes amantsIls s'aiment, s'aiment en pleurantChaque jour un peu moins amantsQuand ils ont bu tout leur mystèreDeviennent comme sœur et frèreBrûlent leurs ailes d'inquiétudeRedeviennent deux habitudesAlors changent de partenaireLes amantsLes amants de cœurLes amantsQui s'aiment, s'aiment en riantQui s'aiment, s'aiment pour toujoursQui s'aiment tout au long du jourQui s'aiment, s'aiment, s'aiment tantQu'on dirait des anges d'amourDes anges fous se protégeantQuand ils se retrouvent en courantLes amantsLes amants de cœurLes amants"
19,Ne Me Quitte Pas,3:51,"Ne me quitte pas Il faut oublier Tout peut s'oublier Qui s'enfuit déjà Oublier le temps Des malentendus et le temps perdu À savoir comment Oublier ces heures Qui tuaient parfois à coups de pourquoi Le cœur du bonheur Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas Moi je t'offrirai Des perles de pluie Venues de pays où il ne pleut pas Je creuserai la terre jusqu'après ma mort Pour couvrir ton corps d'or et de lumière Je ferai un domaine Où l'amour sera roi, où l'amour sera loi Où tu seras reine Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas Je t'inventerai Des mots insensés Que tu comprendras Je te parlerai De ces amants-la Qui ont vu deux fois leurs cœurs s'embraser Je te raconterai l'histoire de ce roi mortDe n'avoir pas pu te rencontrer Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas On a vu souvent Rejaillir le feu D'un ancien volcan Qu'on croyait trop vieux Il est, paraît-il Des terres brûlées Donnant plus de blé Qu'un meilleur avril Et quand vient le soir Pour qu'un ciel flamboie Le rouge et le noir ne s'épousent-ils pas? Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas Je ne vais plus pleurer Je ne vais plus parler Je me cacherai làÀ te regarder danser et sourire et À t'écouter chanter et puis rire Laisse-moi devenir l'ombre de ton ombre L'ombre de ta main L'ombre de ton chien Ne me quitte pas Ne me quitte pas Ne me quitte pas Ne me quitte pas"
20,Les Biches,3:29,Elles sont notre premier ennemiQuand elles s'échappent en riantDes pâturages de l'ennuiLes bichesAvec des cils comme des cheveuxDes cheveux en accroche-faonEt seulement le bout des yeuxQui tricheSi bien que le chasseur s'arrêteEt que je sais des ouragansQu'elles ont changés en poètesLes bichesEt qu'on les chasse de notre espritOu qu'elles nous chassent en rougissantElles sont notre premier ennemiLes biches de quinze ansElles sont notre plus bel ennemiQuand elles ont l'éclat de la fleurEt déjà la saveur du fruitLes bichesQui passent toute vertu dehorsAlors que c'est de tout leur cœurAlors que c'est de tout leur corpsQu'elles trichentLorsqu'elles grignotent le mariOu lorsqu'elles croquent le diamantSur l'asphalte bleu de ParisLes bichesQu'on les chasse à coups de rubisOu qu'elles nous chassent au sentimentElles sont notre plus bel ennemiLes biches de vingt ansElles sont notre pire ennemiLorsqu'elles savent leur pouvoirMais qu'elles savent leur sursisLes bichesQuand un chasseur est une chanceQuand leur beauté se lève tardQuand c'est avec toute leur scienceQu'elles trichentTrompant l'ennui plus que le cerfEt l'amant avec l'autre amantEt l'autre amant avec le cerfQui bicheMais qu'on les chasse à la folieOu qu'elles nous chassent du bout des gantsElles sont notre pire ennemiLes biches d'après vingt ansElles sont notre dernier ennemiQuand leurs seins tombent de sommeilPour avoir veillé trop de nuitsLes bichesQuand elles ont le pas résignéDes pèlerins qui s'en reviennentQuand c'est avec tout leur passéQu'elles trichentAfin de mieux nous retenirNous qui ne servons à ce tempsQu'à les empêcher de vieillirLes bichesMais qu'on les chasse de notre vieOu qu'elles nous chassent parce qu'il est tempsElles restent notre dernier ennemiLes biches de trop longtemps
