,song,time,lyrics
10,Salma Ya Salama [Egypte],3:10,Un homme des sables  Des plaines sans arbres  S'en va de son pays  Au-delà des dunes  Courir la fortune  Car le paradis pour lui  Ce n'est qu'un jardin sous la pluie    Salma ya salama  Je te salue ya salama  Salma ya salama  Je reviendrai be salama    Un homme des sables  Pour faire le voyage  N'a que l'espoir au cœur  Un jour il arrive  Il touche la rive  Il voit devant lui des fleurs  La grande rivière du bonheur    Salma ya salama  Je te salue ya salama  Salma ya salama  Je reviendrai be salama    C'était un mirage  Il n'y avait pas de rivière  Et la bonne et riche douce terre  N'était que du sable  Il reprend sa course  Vers une autre source  Il finira par trouver  Le puits de la liberté    Salma ya salama  Je te salue ya salama  Salma ya salama  Je reviendrai be salama    Un homme des sables  Des plaines sans arbres  S'en va de son pays  Au-delà des dunes  Courir la fortune  Le seul paradis pour lui  C'était un jardin sous la pluie    Salma ya salama  Je te salue ya salama  Salma ya salama  Je reviendrai be salama  Salma ya salama  Je te salue ya salama  Salma ya salama  Je reviendrai be salama
11,Salut Salaud,3:44,"SALUT SALAUD Auteur Compositeur : Didier BARBELIVIEN  Salut Salaud Tu rentres un peu tard mais je sais, pour toi c'est tôt Raconte moi ton histoire emmène-moi en bateau Sur un vieux quai de gare j'avais le cœur dans l'eau  Salut Salaud Ce soir t'es pas bavard t'es pas bien dans ta peau T'as une guerre de retard ou une victoire en trop T'as perdu la mémoire mais ce serait trop beau  Salut Salaud T'as toujours une belle gueule mêm’ quand tu en fais trop On n'peut pas t'laisser seul t'es comme un gosse idiot T'as des yeux d'épagneul et ça m'fait froid dans l'dos  Salut Salaud T'as pas changé d'adresse j'connais ton numéro Le comique la tendresse la violence et les mots Bravo, bravo  Salut Salaud C'est vrai t'as fait fortune dans tous les casinos T'aurais donné la lune pour un jeton de trop Y a des blondes moitié brunes qui voulaient t'faire la peau  Salut Salaud Il te manqu’ la guitare pour jouer du Flamenco Autrefois dans les bars on t'app’lait Idalgo Ce soir t'as pas envie de parler des tarots  Salut Salaud T'as toujours une belle gueule même quand tu en fais trop On n'peut pas t'laisser seul t'es comme un gosse idiot T'as des yeux d'épagneul et ça m'fait froid dans l'dos  Salut Salaud T'as pas changé d'adresse j'connais ton numéro Le comique la tendresse la violence et les mots Bravo, bravo  Salut Salaud Tu rentres un peu tard mais je sais pour toi c'est tôt Raconte moi ton histoire emmène-moi en bateau Sur un vieux quai de gare j'avais le cœur dans l'eau Salut Salaud"
12,Soleil,4:06,"Soleil, soleil Je suis né(e) dans tes bras Soleil, soleil Soleil ne m'oublie pas Tu te couches à Rio Tu t'lèves à Macao Tu passes tout l'éte pieds nus sur les plages L'hiver dans les nuages Je suis la seule à partager tes secrets Nuit et jour Depuis le temps qu'on se connait Que tu me fais l'amour Soleil, soleil Je suis né(e) dans tes bras Soleil, soleil, Soleil ne m'oublie pas Quand tu t'en vas, rêver sous les tropiques Je me sens seule(e), J'ai plus qu'des soleils éléctriques Soleil, soleil J'irais où tu iras Fais-moi soleil Tout ce que tu voudras Des plages d'or Au coeur des favellas Le monde chante Des que tu es là là là là là là là là là là là là là là Des que je t'aperçois Je m'approche de toi Je me déshabille sur le sable chaud Tu me frôles la peau V Je me fais tendrement câline ou féline Sous tes doigts Mais dés que tu t'éloignes un peu Je t'en veux et j'ai froid Soleil, soleil Je suis né(e) dans tes bras Soleil, soleil, Soleil ne m'oublie pas Quand tu t'en vas, rêver sous les tropiques Je me sens seule(e), J'ai plus qu'des soleils éléctriques Soleil, soleil J'irais où tu iras Fais-moi soleil Tout ce que tu voudras Des plages d'or Au coeur des favellas Le monde chante Des que tu es là là là là là là là là là là là là là là Tu te couches à Rio Tu t'lèves à Macao Tu passes tout l'éte pieds nus sur les plages L'hiver dans les nuages Tu frappes alors à mes volets Pour entrer te faire pardonner Un jean et quelques bermudas Me voilà en été Soleil, Soleil Soleil, soleil Je suis né(e) dans tes bras Soleil, soleil, Soleil ne m'oublie pas Quand tu t'en vas, rêver sous les tropiques Je me sens seule(e), J'ai plus qu'des soleils éléctriques Soleil, soleil J'irais où tu iras Fais-moi soleil Tout ce que tu voudras Des plages d'or Au coeur des favellas Le monde chante Des que tu es là là là là là là là là là là là là là là "
13,Vado Via,3:57,"Je sais que c'est dur De partir mais je m'en vais Cette fois je te jure que c'est vrai Je ne veux plus rester  Cent fois j'ai voulu te quitter Et puis cent fois Je n'ai pas eu la force de partir J'avais trop peur de voir La vie sans toi c'est fini  Vado via, vado via je n'en vais Je dois m'en aller vivre je veux vivre etre libre Et poursuivre tous mes rêves Comme au temps où je croyais encor A l'arc en ciel qui vient après la pluie, c'est fini  Vado via, vado via Je n'en vais Je dois m'en aller  Donne, donne moi le courage qui pardonne Tout le mal que l'on a pu se faire Et laisse moi vivre ma vie sans toi c'est fini  Vado via, vado via Je n'en vais Je dois m'en aller  Vado, vado via adesso Che posso ti lascio adesso Che posso ti lascio, ti lascio Vado via  "
14,Le Vénitien de Levallois,3:52,"LE VENITIEN DE LEVALLOIS  Auteur : Didier BARBELIVIEN Compositeur : Eric CHARDEN  Il y a vingt ans il passait la frontière Avec une guitare et ses frères Paris, brouillard arrivé gare de Lyon Le café français sentait bon Hôtel des voyageurs ils étaient quelques uns A parler Arabe ou Italien Vingt ans après quelque chose a changé Dans son cœur Méditerranée Ses trois grands frères ont grandi par ici La France est devenu son pays Quand on dit de lui que c'est un étranger Il dit qu'on est tous des immigrés  Refrain: C'est un vénitien de Levallois Un Français de cœur comme il y en a Aventurier de l'aventura C'est un baladin comme vous et moi C'est un Portugais de Courbevoie Avec le soleil au bout des doigts Et on l'appelle ainsi Piero Pietro qui est pour moi Fils de Joseph et de Santa Maria  D'autres après lui ont brisé la frontière De tous les ghettos de la terre Ils sont venus d'Afrique ou de Pologne Le ciel n'appartient à personne Il porte un drapeau couleur de liberté Nouvel homme nouvelle identité  Refrain: C'est un vénitiens de Levallois Un Français de cœur comme il y en a Aventurier de l'aventura C'est un baladin comme vous et moi C'est un Portugais de Courbevoie Avec le soleil au bout des doigts Et on l'appelle ainsi Piero Pietro qui est pour moi Fils de Joseph et de Santa Maria"
15,Une Vie,3:12,"Une vie c'est un instant c'est une éternité Une vie c'est minuscule et c'est illimité Une vie c'est un mensonge et une vérité Une vie c'est fait de rêves et de réalités  Une vie c'est un frisson qui vient dont ne sait où Une vie une étincelle sur un peu de boue Une vie c'est une flamme qui nous tient debout Une vie c'est toi, c'est moi, c'est vous, c'est nous  Mon amour, que c'est beau Les oiseaux du matin sur tes lèvres Mon amour, que c'est chaud Ce ruisseau dans nos mains cette fièvre  Notre vie c'est toi, c'est moi C'est nos doigts enlacés Notre vie c'est le printemps toujours recommencé Notre vie c'est mon bonheur de pouvoir t'embrasser Notre envie de vivre ensemble et de nous caresser Notre vie dans chaque instant est une éternité Notre vie faite de rêves et de réalités Notre vie c'est une étoile en moi qui va briller Notre vie c'est un enfant qui va crier"
16,Never on Sunday [Les Enfants du Pirée] [*]w/ Manos Hadjidakis,2:39,"Oh, you can kiss me on a Monday  A Monday, a Monday is very, very good  Or you can kiss me on a Tuesday  A Tuesday, a Tuesday, in fact I wish you would  Or you can kiss me on a Wednesday  A Thursday, a Friday and Saturday is best  But never, never on a Sunday  A Sunday, a Sunday, 'cause that's my day of rest     Most any day you can be my guest  Any day you say, but my day of rest  Just name the day that you like the best  Only stay away on my day of rest     Oh, you can kiss me on a cool day, a hot day  A wet day, which everyone you choose  Or try to kiss me on a gray day, a May day  A pay day, and see if I refuse  And if you make it on a bleak day  A freak day, a week day, why you can be my guest  But never, never on a Sunday"
17,Dis-Moi des Mots,3:11,Dis-moi des mots  Dis-moi des mots  De ta musique de poète  Dis-moi des mots  Dis-moi des mots  Tes mots sont seuls amis qui restent  Bien plus beaux que les souvenirs   Des chansons de soleil  Avec des bruits de mer  Pour les amants du ciel  Les amants de la terre  Mon coeur les a chantés  Mes yeux en ont pleuré  Elles font comme une ronde  Une ronde éperdue  Elles font comme une ronde  Que je ne trouve plus   Dis-moi des mots  Dis-moi des mots  Sans cesse ils tournent dans ma tête  Dis-moi des mots  Dis-moi des mots  J'en ferai des bouquets de fête  Pour tous les amants à venir   Des chansons de soleil  Avec des bruits de mer  Pour les amants du ciel  Les amants de la terre  Mon coeur veut les offrir  A ceux dont le désir  Dans leurs yeux  Fait la ronde  Une ronde d'amour  Dans leurs yeux  Font une ronde  De mots de tous les jours   Ceux que tu m'as offerts  Doux comme une prière  Et qui sont la lumière  Qui peut effacer l'ombre   Dis-moi des mots  Dis-moi des mots  Que je pourrais chanter aux autres  Pour les empêcher de mourir
18,Non,2:50,"Something is going wrong  With the singer and the song  And the music isn't gentle anymore  there's a mist across the moon  And the sun's too hot at noon  And the house is dark behind the broken door  Where the flowers used to grow  With their leaves are hanging low  And the constant shadow lies across the floor  there's a strange and empty sky  Where the wild birds used to fly  And I never tasted bitter rain before  And will the grass be gone from underneath the sky  Will the golden flower wither soon and die  Will the fire burn out the land  And the sea fill-up with sand  Will the last word ever spoken be why?  Will the last word ever spoken be why?  Someone's lost the plan   For the brotherhood of man  And no one's trying to find it anymore  And the winds become a sigh  For those who hate and those who die  And the waves are black and slow along the shore  And will the grass be gone from underneath the sky  Will the golden flower wither soon and die  Will the fire burn out the land  And the sea fill-up with sand  Will the last word ever spoken be why?  Will the last word ever spoken be why, why, why?  Will the last word ever spoken be ?.WHY?"
19,Avec le Temps,4:34,"Avec le temps  Avec le temps, va, tout s'en va  On oublie le visage  Et l'on oublie la voix  Le cœur quand ça bat plus  C'est pas la peine d'aller chercher plus loin  Faut laisser faire, c'est très bien    Avec le temps  Avec le temps, va, tout s'en va  L'autre qu'on adorait  Qu'on cherchait sous la pluie  L'autre qu'on devinait au détour d'un regard entre les lignes  Entre les mots et sous le fard d'un serment maquillé  Qui s'en va faire sa nuit    Avec le temps tout s'évanouit...  Avec le temps, avec le temps, va, tout s'en va  Même les plus chouettes souvenirs  Ça t'a une de ces gueules  À la galerie ""J'farfouille"" dans les rayons de la mort  Le samedi soir quand la tendresse s'en va toute seule    Avec le temps  Avec le temps, va, tout s'en va  L'autre à qui l'on croyait, pour un rhume, pour un rien  L'autre à qui l'on donnait du vent et des bijoux   Pour qui l'on eût vendu son âme pour quelques sous  Devant quoi l'on s'traînait comme traînent les chiens    Avec le temps, avec le temps, va  Tout s'en va  On oublie les passions et l'on oublie les voix  Qui vous disaient tout bas, les mots des pauvres gens   ""Ne rentre pas trop tard, surtout ne prends pas froid""    Avec le temps  Avec le temps, va, tout s'en va et l'on se sent blanchi  Comme un cheval fourbu et l'on se sent glacé  Dans un lit de hasard et l'on se sent tout seul  Peut-être, mais peinard  Et l'on se sent floué par les années perdues  Alors vraiment, avec le temps  On n'aime plus"
20,Besame Mucho,2:53,"Besame besame mucho  Cette chanson d'autrefois je la chante pour toi  Besame besame mucho  Comme une histoire d'amour qui ne finirait pas  On l'a chantée dans les rues  Sous des ciels inconnus et dans toute la France  On la croyait oubliée  Et pour mieux nous aimer voilà qu'elle recommence  Besame besame mucho  Si dans un autre pays ça veut dire embrasse-moi  Besame besame mucho  Toute ma vie, je voudrais la chanter avec toi    On ne demande à l'amour  Ni serment de toujours ni décor fantastique  Pour nous aimer il nous faut  Simplement quelque mots qui vont sur la musique  Besame besame mucho  Si dans un autre pays ça veut dire embrasse-moi  Besame besame mucho  Toute ma vie, je voudrais la chanter avec toi  Besame besame mucho"
21,Comme Disait Mistinguett,3:06,"See'est vrai que j'ai l'accent qui roule Des chansons qui roucoulent See'est vrai, see'est vrai See'est vrai que je suis italienne De naissance égyptienne See'est vrai, see'est vrai Mais j'préfère Joséphine à Cléopatre Ménilmontant aux caves do Vatican Comme le disait la Mistinguett Je suis comme le Bon Dieu m'a faite Et see'est très bien comme ça Comme le disait la Mistinguett Je suis comme le Bon Dieu m'a faite Et see'est très bien comme ça On dit que see'est mon frère qui chante Quand je suis en vacances Pas vrai, pas vrai On dit que pour de petits riens Je bats mes musiciens See'est vrai, see'est vrai See'est vrai que j'aime bien les beaux garçons Mais dans le fond je préfère les chansons Comme le disait la Mistinguett Je suis comme le Bon Dieu m'a faite Et see'est très bien comme ça Moi, tout ce que je veux See'est que l'on m'aime un peu Et je l'avoue je suis comblée Depuis que je suis née depuis que j'ai chanté J'ai des amoureux par milliers On dit de moi que certains soir Je joue Sarah Bernhardt See'est vrai, see'est vrai On dit que mon meilleur copain See'est Teilhard de Chardin See'est vrai, see'est vrai Moi, j'aime les ritournelles intellectuelles Paroles, paroles et le disco aussi Comme le disait la Mistinguett Je suis comme le Bon Dieu m'a faite Et see'est très bien comme ça On dit depuis bientôt plus de vingt ans Que je ne passerai pas le printemps On peut bien dire ce qu'on voudra Je ne serai pas Dalida si j'n'étais pas comme ça See'est vrai, see'est vrai See'est vrai, see'est vrai Pas vrai, pas vrai On peut bien dire ce qu'on voudra Je ne serai pas Dalida si j'n'étais pas comme ça On peut bien dire ce qu'on voudra Je ne serai pas Dalida si j'n'étais pas comme ça "
22,J'Attendrai,4:13,"(L. Poterat / D. Olivieri / N. Rastelli / T. Rallo) J'attendrai le jour et la nuit J'attendrai toujours ton retour J'attendrai car l'oiseau qui s'enfuit Vient chercher l'oubli dans son nid Le temps passe et court en battant tristement Dans mon see?you're si lourd Et pourtant j'attendrai ton retour J'attendrai le jour et la nuit J'attendrai toujours ton retour J'attendrai car l'oiseau qui s'enfuit Vient chercher l'oubli dans son nid Le temps passe et court en battant tristement Dans mon see?you're si lourd Et pourtant j'attendrai ton retour Le vent m'apporte de bruits lointains Guettant ma porte j'écoute en vain Hélas, plus rien plus rien ne vient J'attendrai le jour et la nuit J'attendrai toujours ton retour J'attendrai car l'oiseau qui s'enfuit Vient chercher l'oubli dans son nid Le temps passe et court en battant tristement Dans mon see?you're si lourd Et pourtant j'attendrai ton retour Et pourtant j'attendrai ton retour Le temps passe et court en battant tristement Dans mon see?you're si lourd Et pourtant j'attendrai ton retour "
23,Je Suis Malade,4:17,"Je ne rêve plus, je ne fume plus  Je n'ai même plus d'histoire  Je suis sale sans toi  Je suis laide sans toi  Je suis comme un orphelin dans un dortoir    Je n'ai plus envie de vivre dans ma vie  Ma vie cesse quand tu pars  Je n'ais plus de vie et même mon lit  Ce transforme en quai de gare  Quand tu t'en vas    Je suis malade  Complètement malade  Comme quand ma mère sortait le soir  Et qu'elle me laissait seul avec mon désespoir    Je suis malade parfaitement malade  T'arrive on ne sait jamais quand  Tu repars on ne sait jamais où  Et ça va faire bientôt deux ans  Que tu t'en fous    Comme à un rocher  Comme à un péché  Je suis accroché à toi  Je suis fatigué je suis épuisé  De faire semblant d'être heureuse quand ils sont là    Je bois toutes les nuits  Mais tous les whiskies  Pour moi on le même goût  Et tous les bateaux portent ton drapeau  Je ne sais plus où aller tu es partout    Je suis malade  Complètement malade  Je verse mon sang dans ton corps  Et je suis comme un oiseau mort quand toi tu dors    Je suis malade  Parfaitement malade  Tu m'as privé de tous mes chants  Tu m'as vidé de tous mes mots  Pourtant moi j'avais du talent avant ta peau    Cet amour me tue  Si ça continue je crèverai seul avec moi  Près de ma radio comme un gosse idiot  Écoutant ma propre voix qui chantera    Je suis malade  Complètement malade  Comme quand ma mère sortait le soir  Et qu'elle me laissait seul avec mon désespoir    Je suis malade  C'est ça je suis malade  Tu m'as privé de tous mes chants  Tu m'as vidé de tous mes mots  Et j'ai le coeur complètement malade  Cerné de barricades  T'entends je suis malade"
24,Mourir Sur Scène,3:31,"Viens, mais ne viens pas quand je serai seule  Quand le rideau un jour tombera  Je veux qu'il tombe derrière moi  Viens, mais ne viens pas quand je serai seul  Moi qui ai tout choisi dans ma vie  Je veux choisir ma mort aussi  Il y a ceux qui veulent mourir un jour de pluie  Et d'autres en plein soleil  Il y a ceux qui veulent mourir seuls dans leur lit  Tranquilles dans leur sommeil  Moi je veux mourir sur scène  Devant les projecteurs  Oui je veux mourir sur scène  Le coeur ouvert tout en couleurs  Mourir sans la moindre peine  Au dernier rendez-vous  Moi je veux mourir sur scène  En chantant jusqu'au bout  Viens, mais ne vient pas quand je serai seule  Tous les deux on se connaît déjà  On s'est vu de près souviens-toi  Viens, mais ne viens pas quand je serai seule  Choisis plutôt un soir de gala  Si tu veux danser avec moi  Ma vie a brûlé sous trop de lumières  Je ne peux pas partir dans l'ombre  Moi je veux mourir fusillée de lasers  Devant une salle comble  Moi je veux mourir sur scène  Devant les projecteurs  Oui je veux mourir sur scène  Le coeur ouvert tout en couleurs  Mourir sans la moindre peine  Au dernier rendez-vous  Moi je veux mourir sur scène  En chantant jusqu'au bout  Mourir sans la moindre peine  D'une mort bien orchestrée  Moi, je veux mourir sur scène  C'est là que je suis née"
