,song,time,lyrics
10,La Première Femme de Ma Vie,2:21,"La première femme de ma vie  Je ne l´ai pas vu tout de suite  Je n´ai vu qu´elle était petite  Qu´après avoir un peu grandi  Elle m´emmenait dans les musées  Quelques fois au concert Colonne  Où son gentil petit bonhomme  Faisait semblant de s´amuser    Elle chantait ma mère  Elle chantait souvent  Des chansons d´hier  Des chansons d´avant    La première femme de ma vie  Un jour m´a conduit à l´école  Emmitouflé dans un cache-col  Armé d´un cartable verni  J´ai connu les bons, les méchants  Les points sur les i, sur la gole  Il était quelques fois bien seul  Le deuxième homme de maman    Elle chantait ma mère  Elle chantait souvent  Des chansons d´hier  Des chansons d´avant    La première femme de ma vie  Je l´ai quittée pour être un homme  C´est toujours un matin d´automne  Que les enfants s´en vont du lit  C´est toujours un matin de pluie  C´est souvent pour une autre femme    Elle chantait ma mère  Elle chantait souvent  Des chansons d´hier  Des chansons d´avant"
11,La Rue Marie-Laurence,2:42,LA RUE MARIE LAURENCE   Auteurs : Pierre DELANOE & Claude LEMESLE Compositeur : Guy BULANGER   Toutes ces rues qui ont des noms célèbres Je les ai oubliées  Mais je garde dans mes pensées Tous les visages que j’y voyais naguère Et mon plan de la ville est un calendrier  Toutes les rues de Paris portent un prénom de fille Souvenirs d’un temps disparu  Y’a la rue Stéphanie et la rue Caroline L’avenue de la fille inconnue Le boulevard Virginie et l’impasse Martine Ces jolis rendez-vous qui n’existent plus Mais ma rue préférée Celle où j’aimais rêver Elle a un nom qui danse La rue Marie Laurence  Pauvre Molière  Pauvre Pierre Corneille Pauvre Emile Zola Malheureux Léon Gambetta  Du paradis où vos âmes sommeillent Pardonnez à celui Par la faute de qui  Toutes les rues de Paris portent un prénom de fille Souvenirs d’amours disparues  Y’a la rue Stéphanie et la rue Caroline L’avenue de la fille inconnue Le boulevard Virginie et l’impasse Martine Ces jolis rendez-vous qui n’existent plus Mais ma rue préférée Celle où j’aimais rêver Elle a un nom qui danse La rue Marie Laurence
12,L' Albatros,3:13,"Vois cet oiseau blanc prisonnier du ciel  Dans sa grande cage étoilée  Moi, de temps en temps je me sens pareil  À cet éternel exilé    Lui, qui ne sait pas replier ces ailes  Moi, qui ne sais pas m´arrêter    Vois cet oiseau blanc prisonnier du ciel  Dans sa grande cage étoilée  Moi, de temps en temps je me sens pareil  À ce voyageur fatigué    Toi, de tout en bas parfois tu l´appelles  Lui, il voudrait bien se poser  Mais il ne peut pas replier ses ailes  Et toi, tu ne peux pas t´envoler"
13,C'est la Nuit (Dance With Me),2:54,"Dance with me, I want to be your partner Can't you see the music is just starting? Night is falling, and I am falling Dance with me  Fantasy could never be so giving I feel free, I hope that you are willing Pick the beat up, and kick your feet up Dance with me  Let it lift you off the ground Starry eyes, and love is all around us I can take you where you want to go  Dance with me, I want to be your partner Can't you see the music is just starting? Night is falling, and I am falling Dance with me  Let it lift you off the ground Starry eyes, and love is all around us I can take you if you want to go  Dance with me, I want to be your partner Can't you see the music is just starting? Night is falling, and I am falling Dance with me"
14,Chanson Triste,3:28,"Devant sa page blanche Un musicien commence Une valse triste C’est pas toujours gai, les artistes  Il chante pour lui-même Les notes qui lui viennent Comme un vent d’automne C’est pas toujours gai, la Pologne  Sa chanson, son chagrin l’a volée au piano Et elle tourne sur ta stéréo Dans la nuit, quand tu as le cœur gros Sa chanson, c’est l’adieu qu’il n’a pas su lui dire Une musique pour se souvenir, se souvenir  Le soleil se rallume Il a usé sa plume Sur sa valse triste Ca dort pas souvent, les artistes  Qu’importe qui tu aimes Les adieux sont les mêmes Et le vent d’automne Va bien plus loin que la Pologne  Sa chanson, il l’a faite sans savoir comment C’est peut-être son cœur qu’on entend Quand un autre la chante en passant Sa chanson, c’est l’adieu qu’il n’a pas su lui dire Une musique pour se souvenir, se souvenir"
15,Comme Disait Valentine,3:07,"Comme disait Valentine Qui n’a rien inventé A quoi sert l’aspirine Quand on a la santé A quoi sert d’être zouave Sur le pont Mirabeau A quoi sert d’être brave Quand on n’a pas de pot C’est trop, c’est trop  Il faut se contenter du temps qu’il fait De l’eau que l’on boit On n’a pas choisi, on est ce qu’on est Et on a ce qu’on a Si t’es gondolier à Tombouctou T’es pas dans le coup T’as pas d’avenir Si t’es fourreur au Zaïre Tu n’as aucun espoir Si t’es fakir à Clamart  Comme disait Valentine Qui n’a pas peur des mots  A quoi sert la marine Quand on fait du vélo A quoi sert la Guadeloupe Quand on est du Soudan A quoi sert d’être en groupe Quand on a mal aux dents On perd du temps  On n’peut quand même pas vivre et mourir Il faut faire un choix C’est pour le meilleur ou pour l’Empire Comme disait le roi Faut pas se moquer des Parisiens Ils n’y sont pour rien C’est la faute à ton père Si t’es natif de Quimper Mieux vaut naître à Moscou Que de ne pas naître du tout  Comme disait Valentine Qui n’est pas un cerveau A quoi sert Lamartine Sans son alter Hugo Comme disait Charlemagne A son bon Saint Eloi A quoi servent les dames Quand on est Henri III C’est pas la joie  Qu’on mette les villes à la campagne Chatou en Espagne Tout le monde veut du changement Tout le monde sera content  Tout le monde veut du nouveau Tout le monde dira bravo"
16,Le Costume Blanc,3:14,"Et ce type là devant la glace De sa loge, une serviette autour du cou Ce type là, je le regarde bien en face Et je ne le reconnais pas, mais pas du tout  Le balladin de tout à l’heure Qui chantait sous les projecteurs Il redevient monsieur untel Qui va rentrer dans son hôtel  Voici le décor à l’envers L’autre côté de la lumière Sur une chaise un costume blanc	 Une chanson déjà oubliée	 Et sur les murs de la cité Des restes de publicité Qui volent au vent  Le magicien qui a fini son numéro Range ses cartes et son lapin Et moi je rentre ma guitare et mon lasso Et je me rentre dans ma peau jusqu’à demain  Un steak au buffet de la gare Avec les visiteurs du soir Et un whisky pour le moral Dans une boîte couleur locale  Voici le décor à l’envers L’autre côté de la lumière Sur une chaise un costume blanc Une chanson déjà oubliée Et sur les murs de la cité Des restes de publicité Qui volent au vent  Et ce type là qui se réveille sans savoir Dans quelle ville il a dormi Ce type là, je le retrouve tous les soirs Et je n’arrive pas à croire que c’est bien lui  Le balladin, l’illusionniste Qui va refaire son tour de piste J’ai devant moi monsieur untel Un simple client de l’hôtel  Voici le décor à l’envers L’autre côté de la lumière Sur une chaise un costume blanc Une chanson déjà oubliée Et sur les murs de la cité Des restes de publicité Qui volent au vent"
17,Piano Mécanique,2:42,Le premier métro S’en va dans la nuit Un bon café chaud Avant d’aller au lit C’est tous les matins La même musique Train-train quotidien Piano mécanique  Dans un pub rétro Tout près de la cité Chaque soir il va jouer Fox-trot et tango Musique à grand-papa Pour des tas d’fils à papa Du Cole Porter et du Gershwin C’est de la routine Il n’est pas fâché D’aller se coucher  Le premier métro S’en va dans la nuit Trois notes et trois mots Avant d’aller au lit Il fait des chansons Paroles et musique Train-train quotidien Piano mécanique  Il est plein d’espoir Il s’endort en pensant Sûr que ça va plaire aux gens On verra ce soir Il faut que je l’essaie C’est peut-être un grand succès Les Cole Porter et les Gershwin C’est de la routine Je n’serais pas fâché De les remplacer  Le dernier métro S’en va dans la nuit Dans son pub rétro Il joue sa mélodie Mais personne ici N’entend sa musique Train-train quotidien Piano mécanique
18,C'est Bon l'Amour,2:37,"Je me baladais sur l'avenue le coeur ouvert, un inconnu  J'avais envie de dire bonjour à n'importe qui  N'importe qui et ce fut toi, je t'ai dit n'importe quoi  Il suffisait de te parler, pour t'apprivoiser    Aux Champs-Elysées, aux Champs-Elysées  Au soleil, sous la pluie, à midi ou à minuit  Il y a tout ce que vous voulez aux Champs-Elysées    Tu m'as dit ""J'ai rendez-vous dans un sous-sol avec des fous  Qui vivent la guitare à la main, du soir au matin""  Alors je t'ai accompagnée, on a chanté, on a dansé  Et l'on n'a même pas pensé à s'embrasser    Aux Champs-Elysées, aux Champs-Elysées  Au soleil, sous la pluie, à midi ou à minuit  Il y a tout ce que vous voulez aux Champs-Elysées    Hier soir deux inconnus et ce matin sur l'avenue  Deux amoureux tout étourdis par la longue nuit  Et de l'étoile à la Concorde, un orchestre à mille cordes  Tous les oiseaux du point du jour chantent l'amour    Aux Champs-Elysées, aux Champs-Elysées  Au soleil, sous la pluie, à midi ou à minuit  Il y a tout ce que vous voulez aux Champs-Elysées    Aux Champs-Elysées, aux Champs-Elysées  Au soleil, sous la pluie, à midi ou à minuit  Il y a tout ce que vous voulez aux Champs-Elysées    Aux Champs-Elysées, aux Champs-Elysées"
19,Un Cadeau de Papa,2:25,"Je vais t´acheter des bagues  Et des tas de bijoux  Des trucs en toc et des topazes  Des perles et des cailloux  Et c´est pas tout, et c´est pas tout    Tu auras des toilettes  Des dessus, des dessous  Quatre Jaguars, une bicyclette  Avec la pompe et les deux roues  Et c´est pas tout, et c´est pas tout    Comme c´est pas tous les jours l´année nouvelle  Les Rois, les Pâques ou la Noël  On se fera la fête quand on voudra  Et je t´y donnerai en guise d´étrennes  Le seul cadeau auquel je tienne  Un cadeau qui me vient de papa, c´est moi    Je vais t´acheter des roses  Des soucis, des coucous  Des cerisiers blancs, des pommiers roses  Et quelques pieds de gueule-de-loup  Et c´est pas tout, et c´est pas tout    Je te garde un chien de ma chienne  Et son collier à clou  Et une collection très ancienne  De petits baisers dans le cou  Et c´est pas tout, et c´est pas tout    Comme c´est pas tous les jours l´année nouvelle  Les Rois, les Pâques ou la Noël  On se fera la fête quand on voudra  Et je t´y donnerai en guise d´étrennes  Le seul cadeau auquel je tienne  Un cadeau qui me vient de papa, c´est moi    Je vais t´acheter des plages,  Des paquebots, des igloos  Des visons sauvages, des lions en cage  Et le petit Larousse des mots doux  Et c´est pas tout, et c´est pas tout    Tu auras mes souvenirs de gosse  Mes rêves les plus fous  Tous les châteaux, tous les carrosses  Qu´on a quand on n´a pas un sou  Et c´est pas tout, et c´est pas tout    Comme c´est pas tous les jours l´année nouvelle  Les Rois, les Pâques ou la Noël  On se fera la fête quand on voudra  Et je t´y donnerai en guise d´étrennes  Le seul cadeau auquel je tienne  Un cadeau qui me vient de papa, c´est moi"
20,Un Garçon Nommé Suzy,3:15,"Mon papa est parti quand j´avais trois ans  Il laissait pas grand-chose à ma pauvre maman  Rien qu´ cette vieille guitare et quelques bouteilles vides  Je ne lui en veux pas de nous avoir quittés  Mais de m´avoir fait la pire des saletés  Avant d´ partir, il m´a donné l´ nom d´ Suzy    Comme cadeau d´ rupture, c´était gratiné  J´ai passé mon temps à me bagarrer  Pas un seul moment de paix de toute ma vie  Y en a eu des filles qui m´ont fait rougir  Y en a eu des gars qu´il a fallu punir  Croyez-moi, la vie n´est pas drôle quand on s´appelle Suzy!    Alors, j´ai grandi vite, j´ai grandi méchant  Mes poings ont durci, ma tête en même temps  J´ai couru de ville en ville pour cacher ma honte  Mais je me suis juré par tout c´ qu´y m´ faut  De fouiller les bars et les tripots  Et de tuer l´homme qui m´avait donné c´t horrible nom  C´était Kansas City  Au mois d´ juillet, la poussière volait, la langue me brûlait  J´ suis rentré dans un bar me mettre à l´abri  Dans ce sale bistrot, ce truc pourri  Devant un poker était assis  Le chien galeux qui m´avait appelé Suzy    D´après une vieille photo trouvée chez ma mère  Ce serpent visqueux, c´était bien mon père  J´ai reconnu sa balafre et son œil tordu  Il était grand et laid, tout gris, tout courbé  Il m´a regardé, mon sang s´est glacé  J´ lui dis ""J´ m´appelle Suzy, comment vas-tu?""  Puis ""Je vais te faire la peau""  Exactement comme ça que j´ lui ai dit, ouais!    Je me suis sûrement battu contre pire  Mais j´en ai perdu le souvenir  Il bottait comme un cheval et mordait comme un crocodile  Mais quand j´ai vu qu´il allait tirer  J´ai pris mon colt, il n´a plus bougé  Il m´a balancé un grand sourire tranquille  Il me dit ""Mon fils, ce monde est dur  Il faut être blindé pour réussir  Je savais que je n´ serais pas là pour te pistonner  C´est pour ça qu´ j´ t´ai donné ce prénom  J´ t´ai mis dans la pire des positions  Et si tu t´en es sorti, c´est que j´ai gagné  Tu viens de faire une sacrée belle bagarre  T´avais bien le droit de m´en vouloir  Moi, j´ t´en voudrais pas si tu me tuais aujourd´hui  Mais avant d´ le faire, remercie-moi  Si t´as le cœur solide et de l´estomac  C´est qu´un jour, un enfant d´ salaud t´a appelé Suzy""    Il m´avait eu! J´étais fait comme un rat!  Et y m´ dit ""Fiston"", je lui dis ""Papa""  Et le cœur tout retourné, je suis reparti  Et de temps en temps, moi, je pense à lui  Quand j´ai un coup dur dans cette garce de vie  Et si jamais un jour, je fais un garçon  Eh bien, je crois que j´ vais l´appeler  Gaston, ou William, ou n´importe quoi  Du moment qu´ c´est pas Suzy!"
21,Le Grand Parking,2:17,"Ils ont tout pavé pour faire le grand parking  On peut se garer, des quais de Quimper jusqu´en Chine  C´est toujours la même histoire  On ne sait ce qu´on a que quand il est trop tard  Ils ont tout pavé pour faire le grand parking    Ils ont pris tous les arbres, ils les ont mis dans un musée  Pour te mettre au vert, fais la queue et achète ton billet  C´est toujours la même histoire  On ne sait ce qu´on a que quand il est trop tard  Ils ont tout pavé pour faire le grand parking    Fermier mon ami, il faut ranger ton DBT  Laisse voler les oiseaux et tant pis si mes pommes sont piquées  C´est toujours la même histoire  On ne sait ce qu´on a que quand il est trop tard  Ils ont tout pavé pour faire le grand parking    J´étais dans mes rêves quand j´ai entendu la porte claquer  Dans un grand taxi j´ai vu ma p´tite bonne femme s´en aller  C´est toujours la même histoire  On ne sait ce qu´on a que quand il est trop tard  Ils ont tout pavé pour faire le grand parking    C´est toujours la même histoire  On ne sait ce qu´on a que quand il est trop tard  Ils ont tout pavé pour faire le grand parking  Ils ont tout pavé pour faire le grand parking  Ils ont tout pavé pour faire le grand parking"
22,Je la Connais Si Bien,3:10,"A l’heure qu’il est, je sais qu’elle se réveille La tête pleine de petits soucis Les enfants qu’on a punis la veille Et qu’il va falloir sortir du lit A l’heure qu’il est, elle est devant sa glace Elle passe la main sur son cou  Fait la grimace  Ne se plaît pas beaucoup  Je la connais si bien Que même au bout du monde Je peux suivre de loin Son chemin quotidien  A l’heure qu’il est, Je sais qu’elle est plus belle Que toutes les autres femmes de la ville Tous les hommes se retournent sur elle Et je suis le roi des imbéciles De n’être pas ce soir devant l’école Guettant la sortie des enfants Qui caracolent  Au devant de leurs mamans  Je la connais si bien Que même au bout du monde Je peux suivre de loin Son chemin quotidien  A l’heure qu’il est, je sais qu’elle se demande Comment me chasser de son souvenir Avec ce gamin qui me ressemble Dans chaque geste et chaque sourire A l’heure qu’il est, cette heure était la nôtre Elle ne l’est plus, c’est du passé Peut-être un autre Saura t-il mieux l’aimer  Je la connais si bien Que même au bout du monde Je peux suivre de loin Son chemin quotidien"
23,La Luzerne,2:33,"J’ai droit à trois mètres d’herbe  C’est peu mais c’est déjà beaucoup  J’ai droit à ma plante verte  Tout en caoutchouc  Y’a rien à dire, j’ai de la verdure  C’est bon pour mes petits poumons  Mais j’ai la passion de la nature  Je rêve de vaches et de moutons    Et quand on s’aime dans la luzerne   Je suis comme un poisson dans l’eau au milieu des prés  Et quand on s’aime dans la luzerne  C’est ma joie, ma vérité de te rouler dans l’herbe mouillée    L’amour à la scandinave  Tout nu dans la mer glacée  L’amour en long, l’amour en large  L’amour sur canapé  Chacun ses goûts, chacun sa culture  Tout est mauvais ou tout est bon  Moi, j’ai la passion de la nature  Je rêve de vaches et de moutons    Et quand on s’aime dans la luzerne   Je suis comme un poisson dans l’eau au milieu des prés  Et quand on s’aime dans la luzerne  C’est ma joie, ma vérité de te rouler dans l’herbe mouillée"
24,Ma Bonne Étoile,2:42,J´allais au clair de lune  Au gré de ma fortune  Porte par tous les vents de l´univers  Comme un lampion de fête  Au dessus de ma tête  J´ai vu danser un point de lumière  Oh oh oh ma bonne étoile  Dans un´petite étincelle accrochée au ciel  J´ai vu un feu d´artifice  Grand comme un soleil  Et depuis ce temps-là si j´ai l´air heureux  C´est que tu brilles nuit et jour  Dans le fond de mes yeux    Tu parles comme on chante  Tu marches comme on danse  Et tu me portes chance à chaque instant  Et me voilà roi mage  Au début d´un voyage  Qui ne finira qu´à la fin des temps  Oh oh oh ma bonne étoile  Je dors à la belle étoile au cœur de l´hiver  Et c´est toi qui me réchauffes  C´est toi qui m´éclaires  Et depuis ce temps-là si j´ai l´air heureux  C´est que tu brilles nuit et jour  Dans le fond de mes yeux
25,Sunday Times,2:24,"It was Sunday morning when we met The streets were still empty and glistening wet I said:” How would you like To share my Sunday Times? The way to read a paper is over Somebody else’s shoulder” You said:” yes”, you said:” yes I’d like to read the Times with you” And we had tea and times for two    We went through good times and bad Side by side and ad by ad  With time and Sundays flying by Like paper planes in a summer sky And Sunday was my favorite day Until that Sunday you went away Now you’re gone and there’s no one	 To talk about elections with And argue over sections with  It’s Sunday morning, Sunday Blues ‘ve got piles of old papers full of bad news And I won’t get out of bed Until the sun has set I’ve read the editorials, the week-end reviews But I can’t get through on the rest of the news ‘cause now you’re gone, now you’re gone I think of you between the lines And I can’t get through the Sunday Times"
